"Name","Chromosome","Region","Max group mean","Log? fold change","Fold change","P-value","FDR p-value","Bonferroni"
"ENST00000262424","ENST00000262424","1..4584","17292.3580353961","2.9047036002","7.4886392902","4.31E-9","3.599E-5","3.599E-5"
"ENST00000566151","ENST00000566151","1..538","52.4407470688","2.1299534279","4.3770335064","0.3067863199","0.9991606977","1"
"ENST00000567845","ENST00000567845","1..2178","385.9166340396","-0.3668881937","-1.2895683076","0.7433986218","0.9991606977","1"
"ENST00000566431","ENST00000566431","1..1083","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565561","ENST00000565561","1..1739","11.10160269","-0.9900594208","-1.9862667982","0.6148565268","0.9991606977","1"
"ENST00000564567","ENST00000564567","1..1651","31.7396201412","0.6749606235","1.5965531963","0.6873284322","0.9991606977","1"
"ENST00000569090","ENST00000569090","1..808","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569262","ENST00000569262","1..1689","41.760097577","1.9149442168","3.7709923319","0.2810741202","0.9991606977","1"
"ENST00000563066","ENST00000563066","1..1123","18.8422452736","3.9518748431","15.4750787189","0.2032841811","0.9991606977","1"
"ENST00000566789","ENST00000566789","1..615","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566165","ENST00000566165","1..590","35.5268561717","3.4497073986","10.926105842","0.2671943953","0.9991606977","1"
"ENST00000437198","ENST00000437198","1..3078","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000420015","ENST00000420015","1..2360","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000341484","ENST00000341484","1..2100","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000539279","ENST00000539279","1..1557","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564882","ENST00000564882","1..452","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564904","ENST00000564904","1..468","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564113","ENST00000564113","1..565","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569444","ENST00000569444","1..783","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563697","ENST00000563697","1..508","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562715","ENST00000562715","1..505","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563641","ENST00000563641","1..1029","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538472","ENST00000538472","1..808","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563155","ENST00000563155","1..335","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566021","ENST00000566021","1..598","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562896","ENST00000562896","1..577","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000313732","ENST00000313732","1..3442","11625.5358233837","0.1690306939","1.1243028435","0.720485961","0.9991606977","1"
"ENST00000344861","ENST00000344861","1..2727","4518.1913279237","0.320026668","1.2483536243","0.4826203069","0.9991606977","1"
"ENST00000564526","ENST00000564526","1..603","123.9847396877","-5.2942488652","-39.2398838256","0.126153679","0.9991606977","1"
"ENST00000564466","ENST00000564466","1..1488","2684.0746938276","-0.4853442742","-1.3999198924","0.5837866759","0.9991606977","1"
"ENST00000569377","ENST00000569377","1..608","109.3892661426","0.7116810279","1.6377112665","0.644242539","0.9991606977","1"
"ENST00000566909","ENST00000566909","1..582","1127.752940341","-0.2482064575","-1.1877296245","0.7110005405","0.9991606977","1"
"ENST00000569488","ENST00000569488","1..620","79.3128501037","1.3619776683","2.5703728875","0.3462672102","0.9991606977","1"
"ENST00000569017","ENST00000569017","1..483","81.0630592573","-0.1341609432","-1.0974543598","0.9287786601","0.9991606977","1"
"ENST00000599734","ENST00000599734","1..213","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000245185","ENST00000245185","1..786","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563985","ENST00000563985","1..688","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562017","ENST00000562017","1..903","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561491","ENST00000561491","1..581","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567300","ENST00000567300","1..416","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000261658","ENST00000261658","1..3039","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566520","ENST00000566520","1..1177","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563971","ENST00000563971","1..1662","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562442","ENST00000562442","1..1396","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562121","ENST00000562121","1..723","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563313","ENST00000563313","1..706","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570219","ENST00000570219","1..722","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566710","ENST00000566710","1..1448","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562545","ENST00000562545","1..629","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564078","ENST00000564078","1..415","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565478","ENST00000565478","1..438","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563082","ENST00000563082","1..773","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000426842","ENST00000426842","1..1448","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000306061","ENST00000306061","1..704","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568293","ENST00000568293","1..332","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000330439","ENST00000330439","1..729","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000600389","ENST00000600389","1..54","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000379818","ENST00000379818","1..829","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570233","ENST00000570233","1..232","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000290705","ENST00000290705","1..396","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000334346","ENST00000334346","1..380","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562399","ENST00000562399","1..351","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000438167","ENST00000438167","1..997","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567462","ENST00000567462","1..587","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000334350","ENST00000334350","1..690","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564295","ENST00000564295","1..1573","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568475","ENST00000568475","1..416","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567672","ENST00000567672","1..317","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000394501","ENST00000394501","1..443","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566428","ENST00000566428","1..7772","163.5450168024","0.2050564721","1.1527314678","0.7898858949","0.9991606977","1"
"ENST00000567328","ENST00000567328","1..1873","46.0158570081","-2.1420639174","-4.4139305114","0.1188442574","0.9991606977","1"
"ENST00000562580","ENST00000562580","1..675","523.41513765","0.8977504939","1.8631586078","0.4033819225","0.9991606977","1"
"ENST00000562564","ENST00000562564","1..364","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562388","ENST00000562388","1..733","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538274","ENST00000538274","1..1592","818.6171712309","-1.0371087676","-2.0521109974","0.3616434723","0.9991606977","1"
"ENST00000258180","ENST00000258180","1..7351","2231.4489017134","-0.2768369957","-1.2115357662","0.5294170432","0.9991606977","1"
"ENST00000444837","ENST00000444837","1..406","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569500","ENST00000569500","1..305","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000379811","ENST00000379811","1..405","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568675","ENST00000568675","1..628","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000332374","ENST00000332374","1..397","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569155","ENST00000569155","1..697","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000539556","ENST00000539556","1..1897","20.292329042","2.1586250827","4.464891393","0.2575863782","0.9991606977","1"
"ENST00000394485","ENST00000394485","1..450","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562939","ENST00000562939","1..538","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568370","ENST00000568370","1..1727","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564974","ENST00000564974","1..549","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574293","ENST00000574293","1..777","438.8110893784","-1.0815214853","-2.1162667476","0.2234945358","0.9991606977","1"
"ENST00000568080","ENST00000568080","1..289","294.4758935827","-1.6051604986","-3.0422959405","0.1819096614","0.9991606977","1"
"ENST00000526520","ENST00000526520","1..954","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000531598","ENST00000531598","1..1155","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000552140","ENST00000552140","1..1053","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000530328","ENST00000530328","1..954","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000529166","ENST00000529166","1..1110","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000553201","ENST00000553201","1..1053","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000405402","ENST00000405402","1..4366","236.9546538094","-2.1656744341","-4.4867613024","0.0214105996","0.9991606977","1"
"ENST00000411612","ENST00000411612","1..872","32.3544976181","4.2722372843","19.3228672909","0.1859638927","0.9991606977","1"
"ENST00000253458","ENST00000253458","1..7495","430.5610869351","-1.0661667765","-2.0938626019","0.1494743131","0.9991606977","1"
"ENST00000393243","ENST00000393243","1..7140","834.8557664315","-0.141339064","-1.1029283442","0.7240302591","0.9991606977","1"
"ENST00000412692","ENST00000412692","1..6625","78.5802243686","0.4983103107","1.4125582003","0.7393117059","0.9991606977","1"
"ENST00000479488","ENST00000479488","1..649","72.4718683433","-4.6381783927","-24.9018046272","0.1742607889","0.9991606977","1"
"ENST00000469381","ENST00000469381","1..5885","23.9365528146","6.4001078245","84.4548180595","0.0367487243","0.9991606977","1"
"ENST00000438180","ENST00000438180","1..1741","57.479926824","-5.7439146219","-53.5908436244","0.0863901166","0.9991606977","1"
"ENST00000495192","ENST00000495192","1..618","32.9932912761","-0.1252131537","-1.0906688637","0.947907466","0.9991606977","1"
"ENST00000562659","ENST00000562659","1..756","129.8342404574","-5.6916885557","-51.6855308586","0.0794394584","0.9991606977","1"
"ENST00000496345","ENST00000496345","1..563","25.0560585462","1.2307061375","2.3468182845","0.4983044021","0.9991606977","1"
"ENST00000471070","ENST00000471070","1..555","36.7384756913","-1.0100142655","-2.0139310139","0.6192754148","0.9991606977","1"
"ENST00000308159","ENST00000308159","1..2741","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563858","ENST00000563858","1..797","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566315","ENST00000566315","1..589","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569842","ENST00000569842","1..2834","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569863","ENST00000569863","1..630","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562496","ENST00000562496","1..583","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568656","ENST00000568656","1..592","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566678","ENST00000566678","1..442","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564887","ENST00000564887","1..2875","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569595","ENST00000569595","1..590","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566727","ENST00000566727","1..563","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567641","ENST00000567641","1..604","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568283","ENST00000568283","1..584","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567081","ENST00000567081","1..315","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000542526","ENST00000542526","1..2856","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563437","ENST00000563437","1..762","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563405","ENST00000563405","1..477","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563486","ENST00000563486","1..635","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569322","ENST00000569322","1..410","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564278","ENST00000564278","1..588","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563465","ENST00000563465","1..458","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000287667","ENST00000287667","1..4355","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566720","ENST00000566720","1..548","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566883","ENST00000566883","1..560","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566917","ENST00000566917","1..592","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565655","ENST00000565655","1..666","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566823","ENST00000566823","1..1898","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000253462","ENST00000253462","1..2673","118.19606371","-0.6812174558","-1.6034923332","0.4424510458","0.9991606977","1"
"ENST00000595355","ENST00000595355","1..625","28.0539248822","3.4153128744","10.6687028662","0.2528659157","0.9991606977","1"
"ENST00000596233","ENST00000596233","1..537","25.3132886513","-2.9482796782","-7.7182815834","0.3794046863","0.9991606977","1"
"ENST00000602758","ENST00000602758","1..779","24.0867825579","-3.4617443475","-11.0176478179","0.304345441","0.9991606977","1"
"ENST00000602719","ENST00000602719","1..1002","6.7830518991","-2.1163913579","-4.3360799503","0.526776997","0.9991606977","1"
"ENST00000602583","ENST00000602583","1..1237","131.663997593","-2.1426999858","-4.4158769938","0.1747759297","0.9991606977","1"
"ENST00000602675","ENST00000602675","1..744","873.1139014083","-1.2317472517","-2.3485124663","0.2289561452","0.9991606977","1"
"ENST00000284245","ENST00000284245","1..906","457.654357117","-1.0855929656","-2.1222475736","0.2311850738","0.9991606977","1"
"ENST00000602914","ENST00000602914","1..761","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000602766","ENST00000602766","1..832","106.197156295","-1.4186583689","-2.6733678607","0.40672636","0.9991606977","1"
"ENST00000566786","ENST00000566786","1..3119","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000438926","ENST00000438926","1..5567","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563236","ENST00000563236","1..4208","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000262502","ENST00000262502","1..4208","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569002","ENST00000569002","1..745","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563352","ENST00000563352","1..787","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000595980","ENST00000595980","1..556","397.6205803512","-0.8629420439","-1.8187434394","0.4985725042","0.9991606977","1"
"ENST00000253457","ENST00000253457","1..1962","1768.9266145245","0.3679274384","1.2904975821","0.6739199629","0.9991606977","1"
"ENST00000435200","ENST00000435200","1..1935","953.7265860417","0.4490260822","1.3651183974","0.4297164012","0.9991606977","1"
"ENST00000597291","ENST00000597291","1..1826","32.0148656622","-0.6976007198","-1.6218053983","0.6360779698","0.9991606977","1"
"ENST00000600807","ENST00000600807","1..851","91.1704880003","1.0384524501","2.0540231619","0.5514629903","0.9991606977","1"
"ENST00000596852","ENST00000596852","1..486","64.6939664854","4.0973992637","17.1174899906","0.1851535466","0.9991606977","1"
"ENST00000472413","ENST00000472413","1..5343","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000541836","ENST00000541836","1..2747","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000545831","ENST00000545831","1..553","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000328085","ENST00000328085","1..1084","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000424549","ENST00000424549","1..657","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000545479","ENST00000545479","1..559","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000534720","ENST00000534720","1..1915","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537062","ENST00000537062","1..568","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565078","ENST00000565078","1..566","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570123","ENST00000570123","1..551","615.8438585317","-1.7807238682","-3.4359853092","0.1908040108","0.9991606977","1"
"ENST00000568339","ENST00000568339","1..2271","623.4974085845","0.2901826523","1.2227950798","0.6794420266","0.9991606977","1"
"ENST00000566115","ENST00000566115","1..471","156.6049906506","0.2824487214","1.2162575169","0.8453580234","0.9991606977","1"
"ENST00000567241","ENST00000567241","1..561","62.8634623953","4.5293386486","23.0922788816","0.1433850559","0.9991606977","1"
"ENST00000568794","ENST00000568794","1..794","23.6317425852","-3.4617443475","-11.0176478179","0.3067525093","0.9991606977","1"
"ENST00000253452","ENST00000253452","1..708","47829.5987057517","-0.0926997612","-1.0663638371","0.8388543539","0.9991606977","1"
"ENST00000562336","ENST00000562336","1..873","148.4423889341","1.396E-3","1.000968086","0.9991163946","0.9991606977","1"
"ENST00000563774","ENST00000563774","1..566","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567266","ENST00000567266","1..546","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561569","ENST00000561569","1..716","1036.9746189025","0.3358033548","1.2620799937","0.6931845339","0.9991606977","1"
"ENST00000566405","ENST00000566405","1..490","718.6339827445","-0.6016904048","-1.5174935715","0.5556807387","0.9991606977","1"
"ENST00000564544","ENST00000564544","1..617","431.9044324701","-0.7786378938","-1.7155104259","0.5901989732","0.9991606977","1"
"ENST00000566617","ENST00000566617","1..572","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564648","ENST00000564648","1..1235","50.9170327318","1.2373718536","2.3576864292","0.453257985","0.9991606977","1"
"ENST00000564903","ENST00000564903","1..1481","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569997","ENST00000569997","1..3946","123.3472827231","-0.2298682773","-1.1727278705","0.8254464379","0.9991606977","1"
"ENST00000562929","ENST00000562929","1..452","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000439977","ENST00000439977","1..1964","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562914","ENST00000562914","1..570","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568676","ENST00000568676","1..571","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569569","ENST00000569569","1..1125","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565966","ENST00000565966","1..798","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000344114","ENST00000344114","1..1388","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000300302","ENST00000300302","1..1862","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570273","ENST00000570273","1..1425","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000379792","ENST00000379792","1..1782","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569429","ENST00000569429","1..562","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563343","ENST00000563343","1..567","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566550","ENST00000566550","1..511","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563781","ENST00000563781","1..774","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568358","ENST00000568358","1..751","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564678","ENST00000564678","1..2199","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563911","ENST00000563911","1..844","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567944","ENST00000567944","1..435","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568651","ENST00000568651","1..458","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568814","ENST00000568814","1..509","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563679","ENST00000563679","1..2963","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563667","ENST00000563667","1..554","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563522","ENST00000563522","1..556","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000535621","ENST00000535621","1..2048","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566426","ENST00000566426","1..283","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000455313","ENST00000455313","1..2183","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562119","ENST00000562119","1..884","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396410","ENST00000396410","1..3884","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570001","ENST00000570001","1..4828","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569715","ENST00000569715","1..3775","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565362","ENST00000565362","1..720","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567306","ENST00000567306","1..980","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561930","ENST00000561930","1..568","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566633","ENST00000566633","1..2597","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565986","ENST00000565986","1..561","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000450288","ENST00000450288","1..2683","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000325823","ENST00000325823","1..2812","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000447912","ENST00000447912","1..2533","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000268638","ENST00000268638","1..3030","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565552","ENST00000565552","1..522","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570088","ENST00000570088","1..553","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563180","ENST00000563180","1..1394","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564617","ENST00000564617","1..531","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564803","ENST00000564803","1..1038","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564056","ENST00000564056","1..514","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566369","ENST00000566369","1..1582","4.2962187123","-2.1163913579","-4.3360799503","0.526776997","0.9991606977","1"
"ENST00000569145","ENST00000569145","1..289","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562492","ENST00000562492","1..946","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569607","ENST00000569607","1..880","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000262426","ENST00000262426","1..2568","8165.9478995238","0.1655092764","1.1215619234","0.702185916","0.9991606977","1"
"ENST00000360900","ENST00000360900","1..3013","695.9095397174","-1.2000736669","-2.2975140227","0.1441540891","0.9991606977","1"
"ENST00000546093","ENST00000546093","1..2451","267.2450335786","-1.0726915298","-2.1033537812","0.2848100193","0.9991606977","1"
"ENST00000543303","ENST00000543303","1..1207","101.358014956","1.657E-3","1.0011489784","0.9991606977","0.9991606977","1"
"ENST00000381214","ENST00000381214","1..1210","165.6161754114","-4.2426039268","-18.9300186433","0.0215385941","0.9991606977","1"
"ENST00000566050","ENST00000566050","1..1270","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567539","ENST00000567539","1..556","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562096","ENST00000562096","1..691","408.0390568486","-0.8897879579","-1.8529037706","0.5008801733","0.9991606977","1"
"ENST00000562940","ENST00000562940","1..1142","79.9983080411","-3.111360466","-8.6419714575","0.0519577173","0.9991606977","1"
"ENST00000566469","ENST00000566469","1..824","42.7990320434","0.6083043154","1.5244663603","0.6811941233","0.9991606977","1"
"ENST00000569000","ENST00000569000","1..573","36.9281700563","1.7675218684","3.404686278","0.4124458343","0.9991606977","1"
"ENST00000568798","ENST00000568798","1..560","33.5064350225","-3.4617443475","-11.0176478179","0.3067930207","0.9991606977","1"
"ENST00000562994","ENST00000562994","1..565","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561522","ENST00000561522","1..543","11.5184798113","-2.116347183","-4.3359471829","0.5267865434","0.9991606977","1"
"ENST00000564364","ENST00000564364","1..493","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568037","ENST00000568037","1..651","78.5260264685","-0.2262406008","-1.1697827345","0.8767469478","0.9991606977","1"
"ENST00000561989","ENST00000561989","1..508","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565482","ENST00000565482","1..581","21.5302393719","-2.9481913722","-7.7178091693","0.3634526529","0.9991606977","1"
"ENST00000561848","ENST00000561848","1..571","12.3525052202","0.3660253691","1.2887972931","0.8540885863","0.9991606977","1"
"ENST00000322911","ENST00000322911","1..3034","376.5214437045","0.6464424631","1.565303556","0.715541658","0.9991606977","1"
"ENST00000200676","ENST00000200676","1..1791","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000379780","ENST00000379780","1..1537","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569082","ENST00000569082","1..890","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566128","ENST00000566128","1..1733","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000320354","ENST00000320354","1..1683","189.6808041093","0.1996327837","1.1484060083","0.8326430511","0.9991606977","1"
"ENST00000593625","ENST00000593625","1..592","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000320241","ENST00000320241","1..3189","2243.8446000462","-0.0153037205","-1.0106641921","0.9609850172","0.9991606977","1"
"ENST00000562840","ENST00000562840","1..1650","12.0289518444","-3.4725202786","-11.1002501104","0.2861092886","0.9991606977","1"
"ENST00000564821","ENST00000564821","1..487","13.9560944618","-2.1163913579","-4.3360799503","0.526776997","0.9991606977","1"
"ENST00000565212","ENST00000565212","1..525","347.4101161803","2.446628628","5.4514069721","0.0355938941","0.9991606977","1"
"ENST00000253461","ENST00000253461","1..953","250.7942774436","-0.0130757454","-1.0091046132","0.989413099","0.9991606977","1"
"ENST00000567970","ENST00000567970","1..1031","105.363104169","2.8613514208","7.2669572577","0.0547478622","0.9991606977","1"
"ENST00000287706","ENST00000287706","1..1204","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566542","ENST00000566542","1..2398","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565187","ENST00000565187","1..1043","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568738","ENST00000568738","1..439","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568320","ENST00000568320","1..667","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566419","ENST00000566419","1..738","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570292","ENST00000570292","1..579","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563940","ENST00000563940","1..354","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567030","ENST00000567030","1..454","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567420","ENST00000567420","1..339","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568879","ENST00000568879","1..953","219.6857545772","-1.2205289982","-2.3303214836","0.3779467619","0.9991606977","1"
"ENST00000311635","ENST00000311635","1..5934","1528.0941061311","0.279301917","1.2136075089","0.2907328796","0.9991606977","1"
"ENST00000565593","ENST00000565593","1..2717","2273.7664467283","0.0278949466","1.0195234412","0.9364847649","0.9991606977","1"
"ENST00000563113","ENST00000563113","1..726","1781.942633468","-0.8560408405","-1.8100641652","0.4536374691","0.9991606977","1"
"ENST00000561664","ENST00000561664","1..305","207.4771410681","0.2642228745","1.2009889477","0.8595242876","0.9991606977","1"
"ENST00000569412","ENST00000569412","1..431","148.8900133908","-0.0701567711","-1.0498307578","0.9656123541","0.9991606977","1"
"ENST00000563956","ENST00000563956","1..548","83.1164756814","0.4227481606","1.3404785749","0.7797147469","0.9991606977","1"
"ENST00000567622","ENST00000567622","1..438","44.0769111369","-0.1251248901","-1.090602139","0.936954546","0.9991606977","1"
